entity,concept,relation
concept:website:cbs_corporation,concept:radiostation:koam_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wtsp_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:katie,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kpic,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wfsb_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:armen_keteyian,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:lesley_stahl,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:publication:katie_couric_reports,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wpec,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:ceo:andrew_heyward,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:peter_king,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kxii,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kold_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wral,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:radiostation:kpix,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:les_moonves001,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:radiostation:wspa,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:klew,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:edward_r__murrow,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:personnorthamerica:marvin_kalb,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wdbj,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:charles_osgood,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:male:john_roberts,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kolr,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:politicianus:david_martin,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:connie_chung,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:morley_safer,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:couric,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:dan,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:khsl_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kktv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:maggie_rodriguez,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:ktvt,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:koln,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kotv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:keye,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wxvt_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:whnt_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kovr_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:comedian:bob_schieffer,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wane,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kxmb_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kfsm,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:kimberly_dozier,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:male:dan_rather,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:woio_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:radiostation:wowk_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wspa_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wink,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:lucy_craft,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:personcanada:susan_spencer,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wkrg,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:bryant_gumbel,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wafb,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:personcanada:larry_miller,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wmaz_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wkrc,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:knoe_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:norah_o_donnell,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:company:wtev,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:company:kbzk,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:katy_couric,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wral_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:krex_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wlns_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:radiostation:klfy,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:journalist:julie_chen,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:krqe,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wkrc_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kcci,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wfmy,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:krem_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:ceo:bob_simon,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:personus:katie_couric,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kyw,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wtrf,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:wnct_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:comedian:leslie_moonves,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:televisionstation:kxmb,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:radiostation:wbng_tv,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:scientist:mark_philips,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:person:harry_reasoner,concept:agentcollaborateswithagent
concept:website:cbs_corporation,concept:agent:times,concept:agentcompeteswithagent
concept:website:cbs_corporation,concept:musicartist:journal,concept:agentcompeteswithagent
concept:website:cbs_corporation,concept:personaustralia:sports,concept:agentcompeteswithagent
concept:website:cbs_corporation,concept:coach:affiliates,concept:agentcompeteswithagent
concept:website:cbs_corporation,concept:website:evening_news,concept:agentcompeteswithagent
concept:website:cbs_corporation,concept:personus:katie_couric,concept:agentcontrols
concept:website:cbs_corporation,concept:journalist:douglas_edwards,concept:agentcontrols
concept:website:cbs_corporation,concept:journalist:lesley_stahl,concept:agentcontrols
concept:website:cbs_corporation,concept:journalist:morley_safer,concept:agentcontrols
concept:website:cbs_corporation,concept:comedian:mike_wallace,concept:agentcontrols
concept:website:cbs_corporation,concept:comedian:charles_kuralt,concept:agentcontrols
concept:website:cbs_corporation,concept:journalist:charles_osgood,concept:agentcontrols
concept:website:cbs_corporation,concept:ceo:bob_simon,concept:agentcontrols
concept:website:cbs_corporation,concept:journalist:ed_bradley,concept:agentcontrols
concept:website:cbs_corporation,concept:female:lara_logan,concept:agentcontrols
concept:website:cbs_corporation,concept:journalist:walter_cronkite,concept:agentcontrols
concept:website:cbs_corporation,concept:company:kbzk,concept:agentcontrols
concept:website:cbs_corporation,concept:comedian:leslie_moonves,concept:agentcontrols
concept:website:cbs_corporation,concept:comedian:bob_schieffer,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:kbsl_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:wwny_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:klew_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:kfdm_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:kxmb_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:kxmc_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:radiostation:koam_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:radiostation:wowk_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:radiostation:wbng_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:kytx_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:person:edward_r__murrow,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:wtsp_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:wwmt,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:wwtv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:wkbt,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:whlt,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:wbkb_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:televisionstation:whnt_tv,concept:agentcontrols
concept:website:cbs_corporation,concept:person:les_moonves001,concept:agentcontrols
concept:website:cbs_corporation,concept:person:kimberly_dozier,concept:agentcontrols
