entity,relation,best-entity-query,best-concept-query,query
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Anthony Mason,CBS News Anthony Mason
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,William Paley,CBS News William Paley
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,LARA LOGAN,CBS News LARA LOGAN
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Phil Jones,CBS News Phil Jones
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,charles kuralt,CBS News charles kuralt
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Lesley Stahl,CBS News Lesley Stahl
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,maggie rodriguez,CBS News maggie rodriguez
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,edward r. murrow,CBS News edward r. murrow
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,DAVID MARTIN,CBS News DAVID MARTIN
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Kimberly Dozier,CBS News Kimberly Dozier
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Steve Hartman,CBS News Steve Hartman
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,bryant gumbel,CBS News bryant gumbel
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Andy Rooney,CBS News Andy Rooney
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,connie chung,CBS News connie chung
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,Nina Tassler,CBS News Nina Tassler
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,sean-mcmanus,CBS News sean-mcmanus
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,dan-rather,CBS News dan-rather
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,john-roberts,CBS News john-roberts
concept:website:cbs_corporation,concept:organizationhasperson,CBS News,eric sevareid,CBS News eric sevareid
concept:website:cbs_corporation,concept:organizationhastopmember,CBS News,Andrew Heyward,CBS News Andrew Heyward
concept:website:cbs_corporation,concept:organizationhastopmember,CBS News,leslie moonves,CBS News leslie moonves
concept:website:cbs_corporation,concept:organizationhastopmember,CBS News,les moonves,CBS News les moonves
concept:website:cbs_corporation,concept:organizationhastopmember,CBS News,Nina Tassler,CBS News Nina Tassler
concept:website:cbs_corporation,concept:organizationheadquarteredincity,CBS News,New York,CBS News New York
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,ed bradley,CBS News ed bradley
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Roger Mudd,CBS News Roger Mudd
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Steve Kroft,CBS News Steve Kroft
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Bill Plante,CBS News Bill Plante
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,charles osgood,CBS News charles osgood
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Lesley Stahl,CBS News Lesley Stahl
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Andrew Heyward,CBS News Andrew Heyward
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,William Paley,CBS News William Paley
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,daniel schorr,CBS News daniel schorr
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Phil Jones,CBS News Phil Jones
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,charles kuralt,CBS News charles kuralt
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Armen Keteyian,CBS News Armen Keteyian
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,russ mitchell,CBS News russ mitchell
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,eric sevareid,CBS News eric sevareid
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,edward r. murrow,CBS News edward r. murrow
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,GLORIA BORGER,CBS News GLORIA BORGER
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Bill Geist,CBS News Bill Geist
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,les moonves,CBS News les moonves
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Scott Pelley,CBS News Scott Pelley
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,bernard goldberg,CBS News bernard goldberg
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Andy Rooney,CBS News Andy Rooney
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,connie chung,CBS News connie chung
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,Nina Tassler,CBS News Nina Tassler
concept:website:cbs_corporation,concept:organizationleadbyperson,CBS News,sean-mcmanus,CBS News sean-mcmanus
concept:website:cbs_corporation,concept:proxyof,CBS News,les moonves,CBS News les moonves
concept:website:cbs_corporation,concept:subpartof,CBS News,viacom,CBS News viacom
concept:website:cbs_corporation,concept:subpartoforganization,CBS News,westinghouse,CBS News westinghouse
concept:website:cbs_corporation,concept:subpartoforganization,CBS News,viacom,CBS News viacom
concept:website:cbs_corporation,concept:superpartof,CBS News,katie_couric,CBS News katie_couric
concept:website:cbs_corporation,concept:superpartof,CBS News,bob schieffer,CBS News bob schieffer
concept:website:cbs_corporation,concept:superpartof,CBS News,Dan,CBS News Dan
concept:website:cbs_corporation,concept:superpartof,CBS News,kbzk,CBS News kbzk
concept:website:cbs_corporation,concept:superpartof,CBS News,walter cronkite,CBS News walter cronkite
concept:website:cbs_corporation,concept:superpartof,CBS News,WWNY TV,CBS News WWNY TV
concept:website:cbs_corporation,concept:superpartof,CBS News,klew-tv,CBS News klew-tv
concept:website:cbs_corporation,concept:superpartof,CBS News,kfdm tv,CBS News kfdm tv
concept:website:cbs_corporation,concept:superpartof,CBS News,kxmb-tv,CBS News kxmb-tv
concept:website:cbs_corporation,concept:superpartof,CBS News,kxmc tv,CBS News kxmc tv
concept:website:cbs_corporation,concept:superpartof,CBS News,koam-tv,CBS News koam-tv
concept:website:cbs_corporation,concept:superpartof,CBS News,WOWK-TV,CBS News WOWK-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,WBNG-TV,CBS News WBNG-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,edward r. murrow,CBS News edward r. murrow
concept:website:cbs_corporation,concept:superpartof,CBS News,WTSP TV,CBS News WTSP TV
concept:website:cbs_corporation,concept:superpartof,CBS News,wwtv,CBS News wwtv
concept:website:cbs_corporation,concept:superpartof,CBS News,WHNT-TV,CBS News WHNT-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,WNCT TV,CBS News WNCT TV
concept:website:cbs_corporation,concept:superpartof,CBS News,KNOE-TV,CBS News KNOE-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,WSPA-TV,CBS News WSPA-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,WKMG-TV,CBS News WKMG-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,WFMY-TV,CBS News WFMY-TV
concept:website:cbs_corporation,concept:superpartof,CBS News,KVTV,CBS News KVTV
concept:website:cbs_corporation,concept:superpartof,CBS News,KIMT,CBS News KIMT
concept:website:cbs_corporation,concept:superpartof,CBS News,kpix,CBS News kpix
concept:website:cbs_corporation,concept:superpartof,CBS News,kolr,CBS News kolr
concept:website:cbs_corporation,concept:superpartof,CBS News,koln,CBS News koln
concept:website:cbs_corporation,concept:superpartof,CBS News,klfy-tv,CBS News klfy-tv
concept:website:cbs_corporation,concept:superpartof,CBS News,KIDK,CBS News KIDK
concept:website:cbs_corporation,concept:superpartof,CBS News,KGAN,CBS News KGAN
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kbzk,CBS News kbzk
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kbsl-tv,CBS News kbsl-tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WWNY TV,CBS News WWNY TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,klew-tv,CBS News klew-tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kfdm tv,CBS News kfdm tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kxmb-tv,CBS News kxmb-tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kxmc tv,CBS News kxmc tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,koam-tv,CBS News koam-tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WOWK-TV,CBS News WOWK-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WBNG-TV,CBS News WBNG-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WLFI TV,CBS News WLFI TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,wwmt,CBS News wwmt
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,wwtv,CBS News wwtv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,wgfl,CBS News wgfl
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,wkbt,CBS News wkbt
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WHLT,CBS News WHLT
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WBKB-TV,CBS News WBKB-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WHNT-TV,CBS News WHNT-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,wabi tv,CBS News wabi tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WNCT TV,CBS News WNCT TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WTOL,CBS News WTOL
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KOSA TV,CBS News KOSA TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,khsl-tv,CBS News khsl-tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KNOE-TV,CBS News KNOE-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kswt tv,CBS News kswt tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WSPA-TV,CBS News WSPA-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WKMG-TV,CBS News WKMG-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,WFMY-TV,CBS News WFMY-TV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KTVT,CBS News KTVT
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KRQE,CBS News KRQE
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kytx,CBS News kytx
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KXII,CBS News KXII
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KVTV,CBS News KVTV
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,klst,CBS News klst
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KLAS,CBS News KLAS
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KIMT,CBS News KIMT
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kpix,CBS News kpix
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,kolr,CBS News kolr
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,koln,CBS News koln
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,klfy-tv,CBS News klfy-tv
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KIDK,CBS News KIDK
concept:website:cbs_corporation,concept:superpartoforganization,CBS News,KGAN,CBS News KGAN
concept:website:cbs_corporation,concept:synonymfor,CBS News,sony-corp,CBS News sony-corp
concept:website:cbs_corporation,concept:worker,CBS News,Douglas Edwards,CBS News Douglas Edwards
concept:website:cbs_corporation,concept:worker,CBS News,morley safer,CBS News morley safer
concept:website:cbs_corporation,concept:worker,CBS News,ed bradley,CBS News ed bradley
concept:website:cbs_corporation,concept:worker,CBS News,Roger Mudd,CBS News Roger Mudd
concept:website:cbs_corporation,concept:worker,CBS News,Steve Kroft,CBS News Steve Kroft
concept:website:cbs_corporation,concept:worker,CBS News,harry smith,CBS News harry smith
concept:website:cbs_corporation,concept:worker,CBS News,charles osgood,CBS News charles osgood
concept:website:cbs_corporation,concept:worker,CBS News,katie_couric,CBS News katie_couric
concept:website:cbs_corporation,concept:worker,CBS News,Andrew Heyward,CBS News Andrew Heyward
concept:website:cbs_corporation,concept:worker,CBS News,bob simon,CBS News bob simon
concept:website:cbs_corporation,concept:worker,CBS News,michelle miller,CBS News michelle miller
concept:website:cbs_corporation,concept:worker,CBS News,mike_wallace,CBS News mike_wallace
concept:website:cbs_corporation,concept:worker,CBS News,Anthony Mason,CBS News Anthony Mason
concept:website:cbs_corporation,concept:worker,CBS News,daniel schorr,CBS News daniel schorr
concept:website:cbs_corporation,concept:worker,CBS News,Phil Jones,CBS News Phil Jones
concept:website:cbs_corporation,concept:worker,CBS News,Dan,CBS News Dan
concept:website:cbs_corporation,concept:worker,CBS News,charles kuralt,CBS News charles kuralt
concept:website:cbs_corporation,concept:worker,CBS News,walter cronkite,CBS News walter cronkite
concept:website:cbs_corporation,concept:worker,CBS News,maggie rodriguez,CBS News maggie rodriguez
concept:website:cbs_corporation,concept:worker,CBS News,jim nantz,CBS News jim nantz
concept:website:cbs_corporation,concept:worker,CBS News,Richard Roth,CBS News Richard Roth
concept:website:cbs_corporation,concept:worker,CBS News,GLORIA BORGER,CBS News GLORIA BORGER
concept:website:cbs_corporation,concept:worker,CBS News,susan spencer,CBS News susan spencer
concept:website:cbs_corporation,concept:worker,CBS News,Bill Geist,CBS News Bill Geist
concept:website:cbs_corporation,concept:worker,CBS News,les moonves,CBS News les moonves
concept:website:cbs_corporation,concept:worker,CBS News,Scott Pelley,CBS News Scott Pelley
concept:website:cbs_corporation,concept:worker,CBS News,DAVID MARTIN,CBS News DAVID MARTIN
concept:website:cbs_corporation,concept:worker,CBS News,Steve Hartman,CBS News Steve Hartman
concept:website:cbs_corporation,concept:worker,CBS News,bryant gumbel,CBS News bryant gumbel
concept:website:cbs_corporation,concept:worker,CBS News,Andy Rooney,CBS News Andy Rooney
concept:website:cbs_corporation,concept:worker,CBS News,connie chung,CBS News connie chung
concept:website:cbs_corporation,concept:worker,CBS News,Marvin Kalb,CBS News Marvin Kalb
concept:website:cbs_corporation,concept:worker,CBS News,Nina Tassler,CBS News Nina Tassler
concept:website:cbs_corporation,concept:worker,CBS News,dan-rather,CBS News dan-rather
concept:website:cbs_corporation,concept:worker,CBS News,john-roberts,CBS News john-roberts
concept:website:cbs_corporation,concept:worker,CBS News,eric sevareid,CBS News eric sevareid
concept:website:cbs_corporation,generalizations,CBS News,,CBS News 
concept:website:cbs_corporation,generalizations,CBS News,,CBS News 
